1057;Flash Player (IE);5.0.30.0;swflash.ocx;372736;Macromedia
1058;Flash Player (IE);5.0.42.0;swflash.ocx;405504;Macromedia
1059;Flash Player (IE);5.0.44.0;swflash.ocx;409600;Macromedia
2154;Swiftax IBM;Unknown;SWIFTAX.EXE;0;Timeworks
2188;Session/xl;Unknown;SXL.EXE;0;Triton Technologies
998;Lotus Symphony;Unknown;SYMPHONY.EXE;0;Lotus Development
2093;SYNCAPP;Unknown;Syncapp.exe;0;Symbian Ltd.
1226;Briefcase;5.00.2134.1;syncapp.exe;32016;Microsoft
1227;Briefcase;5.1.2600.0 (xpclient.010817-1148);syncapp.exe;51200;Microsoft
113;Avast32 iAvs client;Unknown;syncer.exe;0;Alwil Software
112;Avast32 iAvs client;3, 0, 293, 0001;syncer.exe;77824;Alwil Software
1479;SynEdit;Unknown;SynEdit.exe;0;mkiDesign
915;Donor$;Unknown;SYS920.EXE;0;John Snow
1590;Novell Netware;Unknown;SYSCON.EXE;0;Novell
828;Syzgy;Unknown;SYZ.EXE;0;Information Research Corp.
417;TabWorks;Unknown;TABWORKS.EXE;0;Compaq Computer
2232;Tangenta;Unknown;tangenta.exe;0;Unknown
2017;Tapcis;Unknown;TAPCIS.EXE;0;Support Group
300;Turbo Assembler;Unknown;TASM.EXE;0;Borland/Inprise
529;North & South;Unknown;TATOU.EXE;0;Data East
1891;J.k. Lasser's Tax Advantage;Unknown;TAX.EXE;0;Simon & Schuster
1916;Taxview;Unknown;TAXVIEW.EXE;0;Softview
301;Turbo C;Unknown;TCC.EXE;0;Borland/Inprise
865;TurboCAD(tm) for Windows Application;4.00.059;tcw40.exe;2307072;International Microcomputer Software, Inc.
1157;Taxcut  Windows;Unknown;TCWIN.EXE;0;Meca Ventures
302;Turbo Debugger;Unknown;TDINST.EXE;0;Borland/Inprise
1154;Test generator;1, 0, 0, 1;Teacher.exe;999424;McDugall Littell
1717;Terragen Scenery Generator;unknown;Terragen.exe;0;Planetside Software
1123;Simcity Terrain Edition;Unknown;TERRAIN.EXE;0;Maxis
1949;Falcon;Unknown;TFALCON.EXE;0;Spectrum Holobyte
2186;Trimble Geomatics;Unknown;tgoffice.exe;0;Trimble Geomatics
572;The Playa;Unknown;theplaya.exe;0;DivX Networks
1972;Thesarus;Unknown;THES.EXE;0;Spinnaker Software Corp.
2141;Thinx;Unknown;THINX.EXE;0;Thinx Software
950;QuickCam First Frame Grabber;Unknown;ThumbSer.exe;0;Logitech Inc.
949;QuickCam First Frame Grabber;5.5.0.1069;ThumbSer.exe;163840;Logitech Inc.
864;Thunderblade;Unknown;THUNDER.EXE;0;International Development Group
263;Track-it!;Unknown;TI.EXE;0;Blue Ocean Software
2308;Yahoo NewsTicker;Unknown;ticker.exe;0;Yahoo, Inc
2083;Timeline;Unknown;TIMELINE.EXE;0;Symantec Corp.
264;Track-It! For Windows;Unknown;TIWIN.EXE;0;Blue Ocean Software
575;Dr. Solomon's Anti-virus;Unknown;TK_SCHED.EXE;0;Dr. Solomon's
2084;Timeline For Windows;Unknown;TLW.EXE;0;Symantec Corp.
2190;Perl Command Line Interpreter;5.003 Build 316;tmake.exe;426452;Trolltech
934;Teenage Mutant Ninja Turtles;Unknown;TMNTEGA.EXE;0;Konami
1661;TNSPING;8.0.5;TNSPING.EXE;148480;Oracle
175;ToolBook;Unknown;toolbook.exe;0;Asymetrix Corp.
913;ToPDF PostScript to PDF conversion utility;Unknown;ToPdf.exe;0;Jaws Systems Limited
912;ToPDF PostScript to PDF conversion utility;2, 00, 0, 787;ToPdf.exe;286720;Jaws Systems Limited
684;Total Commander 32 bit international version, file;5.50;TOTALCMD.EXE;0;Ghiesler
304;Turbo Profiler;Unknown;TPROF.EXE;0;Borland/Inprise
743;Temptation Client;2.0;tpta_cli.exe;2870400;Horo Quartz
713;Training Administrator;Unknown;TRAINADM.EXE;0;Gyrus Systems
716;Training Table;Unknown;TRAINTAB.EXE;0;H. Sys Co.
511;TrayPopup;Unknown;TRAYP.EXE;0;Cyco Software
513;TrayPopup for Windows 95;Unknown;TRAYP95.EXE;0;Cyco Software
512;TrayPopup 1.02;Unknown;TRAYP95.EXE;75776;Cyco Software
323;Treehouse;Unknown;TREEHSE.EXE;0;Broderbund Software
2198;Truestat;Unknown;TRUESTAT.EXE;0;True Basic
2148;Timeslips III;Unknown;TSTIMER.EXE;0;Timeslips Corporation
377;Turbotax Pro Series 1040;Unknown;TT1040.EXE;0;Chipsoft
378;Turbotax Pro Series 1065;Unknown;TT1065.EXE;0;Chipsoft
379;Turbotax Pro Series 1120-1120s;Unknown;TT1120.EXE;0;Chipsoft
374;Fixed Asset Manager;Unknown;TTASSET.EXE;0;Chipsoft
376;Turbotax Personal 1040;Unknown;TTAX.EXE;0;Chipsoft
742;Turning Compiler;Unknown;TTC.EXE;0;Holt Software Associates
2102;Tera Term Pro;Unknown;ttermpro.exe;0;T. Teranishi
2101;Tera Term Pro;2, 3, 0, 0;ttermpro.exe;251904;T. Teranishi
373;Client Organizer;Unknown;TTORG.EXE;0;Chipsoft
1913;Time Trak;Unknown;TTRAK.EXE;0;Softsystems
2104;Tera Term Pro SSH Extension;Unknown;ttssh.exe;0;T. Teranishi
2103;Tera Term Pro SSH Extension;1.5.4;ttssh.exe;28672;T. Teranishi
911;TubeConverter Application;Unknown;tubeconverter.exe;0;Jasc Software, Inc.
910;TubeConverter Application;2,0,0,0;tubeconverter.exe;638976;Jasc Software, Inc.
303;Turbo Pascal;Unknown;TURBO.EXE;0;Borland/Inprise
1488;Turbo CAD;Unknown;TURBOCAD.COM;0;MSA Group
820;TurboCAD StartPage Application;1.02.0.0;turbocad.exe;565248;IMSI
741;Turing Interpreter;Unknown;TURING.EXE;0;Holt Software Associates
677;PCx Text;Unknown;TXSHOW.EXE;0;Genus Microprogramming
26;Teach Yourself Accounting;Unknown;TYEA1.EXE;0;Addison-wesley
2021;Typecase;Unknown;TYPECASE.EXE;0;SWFTE International
1742;Typewriter;Unknown;TYPEWRIT.EXE;0;Power Up Software
340;Typist;Unknown;typistw.exe;0;Caere Corp.
2203;United Devices;Unknown;UD.exe;0;United Devices, Inc.
2234;United Devices;Unknown;UD.exe;0;Unknown
2202;United Devices;2.02.2706;UD.exe;443439;United Devices, Inc.
801;UltraEdit;Unknown;UEDIT.EXE;0;IDM Computer Solutions
803;UltraEdit-32;Unknown;UEDIT32.EXE;0;IDM Computer Solutions
806;UltraEdit-32 Professional Text/Hex Editor;Unknown;UEDIT32.EXE;0;IDM Computer Solutions, Inc.
802;UltraEdit-32;7.10a.;UEDIT32.EXE;1241088;IDM Computer Solutions
805;UltraEdit-32 Professional Text/Hex Editor;8.10.b;UEDIT32.EXE;1306624;IDM Computer Solutions, Inc.
804;UltraEdit-32 Professional;Unknown;UEDIT32.EXE;930816;IDM Computer Solutions
1398;SiteServer Express;3.0;uimport.exe;2394112;Microsoft
2233;UltraHLE - Ultra64 High Level Emulator;0.7.70;ULTRA.EXE;376832;Unknown
1110;UltraDev;Unknown;UltraDev.exe;0;Macromedia
617;Undelete;Unknown;undelete.exe;0;Executive Software
510;Uninstaller;Unknown;UNI.EXE;0;CyberMedia
2235;Unknown;Unknown;Unknown;0;Unknown
1444;Windows SDK;Unknown;USERSSDK.EXE;0;Microsoft
1928;Harvard Graphics Us Maps;Unknown;USMAP101.EXE;0;Software Publishing Corp.
237;MicroStation;J;ustation.exe;298624;Bentley
248;Tax Partner Direct;Unknown;UTSELF.EXE;0;Best Programs
440;Visual 20/20;Unknown;V2020.EXE;0;Computer Associates
1415;Visual Basic;3.0;vb.exe;0;Microsoft
1416;Visual Basic;4.0;vb32.exe;0;Microsoft
1417;Visual Basic;5.0;vb5.exe;0;Microsoft
1418;Visual Basic;6.0;vb6.exe;0;Microsoft
1419;Visual Basic;6.0 SP3;vb6.exe;1880064;Microsoft
1420;Visual Basic;6.0 SP5;vb6.exe;1880064;Microsoft
2087;Visual Café;Unknown;vcafe.exe;0;Symantec Corp.
2272;Visual Café;Unknown;vcafe.exe;0;Webgain
2086;Visual Café;Professional Dev 2.0;vcafe.exe;1094172;Symantec Corp.
2085;Visual Café;Professional 3.0;vcafe.exe;1808412;Symantec Corp.
2271;Visual Café;Standard edition 4.1;vcafe.exe;2033692;Webgain
1958;Vette!;Unknown;VETTE.EXE;0;Spectrum Holobyte
1427;Visual Foxpro;Unknown;VFP.EXE;0;Microsoft
1429;Visual Interdev;Unknown;vidtc1.dll;0;Microsoft
1428;Visual Interdev;6.0 SP3;vidtc1.dll;198664;Microsoft
1681;Virucide;Unknown;VIRUCIDE.EXE;0;Parsons Technology
1411;Visio;Unknown;VISIO.EXE;0;Microsoft
1410;Visio;2002 SR-1;visio.exe;68472;Microsoft
1413;Visio 32;Unknown;VISIO32.EXE;0;Microsoft
1412;Visio 2000;6.0.0.2072;Visio32.exe;45056;Microsoft
2253;Visio Standard Program;5.0;Visio32.EXE;61952;Visio
1982;visiocom;;visiocom.exe;39936;STEF-TFE
1414;Visio for MS Office;Unknown;VISIOMSO.EXE;0;Microsoft
869;PVCS Version Manager;Unknown;vjournal.exe;0;Intersolv
872;PVCS Version Manager;Unknown;vjournal.exe;0;Intersolv, Inc.
191;vncviewer;Unknown;vncviewer.exe;0;AT&T Laboratories Cambridge
187;vncviewer;3.3.3.2;vncviewer.exe;176128;AT&T Laboratories Cambridge
188;vncviewer;3.3.3r2;vncviewer.exe;176128;AT&T Laboratories Cambridge
189;vncviewer;3.3.5.0;vncviewer.exe;221184;AT&T Laboratories Cambridge
190;vncviewer;3.3.7;vncviewer.exe;233472;AT&T Laboratories Cambridge
454;TightVNC Win32 Viewer;1, 2, 2, 0;vncviewer.exe;273408;Const Kaplinsky
456;vncviewer;1, 2, 2, 0;vncviewer.exe;273408;Const Kaplinsky
455;TightVNC Win32 Viewer;1, 2, 3, 0;vncviewer.exe;273920;Const Kaplinsky
778;ViaVoice;8.0.0.30;voicepad.exe;229376;IBM Corporation
215;Voloview Express;Unknown;voloview.exe;0;AutoDesk
688;VoptMe;Unknown;VoptMe.exe;0;Golden Bow Systems
687;VoptMe;6.2;VoptMe.exe;550400;Golden Bow Systems
2044;Norton AntiVirus Corporate Edition;7.50.0.846;vpc32.exe;229376;Symantec Corp.
1684;VPOP3;Unknown;vpop3.exe;0;Paul Smith Computers
1683;VPOP3;1, 5, 0, 0;vpop3.exe;1700864;Paul Smith Computers
2306;Xerox Ventura Publisher;Unknown;VPPROF.EXE;0;Xerox Desktop Software
2247;Ventura Publisher for Windows;Unknown;VPWIN.EXE;0;Ventura Software
1153;VShield for 95/98;Unknown;VSHWIN32.EXE;0;McAfee
1549;McAfee VShield for 95/98;Unknown;VSHWIN32.EXE;0;Network Associates
1151;VShield for 95/98;4.50.541;VSHWIN32.EXE;114705;McAfee
1547;McAfee VShield for 95/98;450541;VSHWIN32.EXE;114705;Network Associates
1152;VShield for 95/98;4.51;VSHWIN32.EXE;118801;McAfee
1548;McAfee VShield for 95/98;451;VSHWIN32.EXE;118801;Network Associates
1148;VShield;3.1.8;VSHWIN32.EXE;143360;McAfee
1545;Mcafee Vshield;3.1.8;VSHWIN32.EXE;143360;Network Associates
1149;VShield for 95/98;4.0.3;VSHWIN32.EXE;154129;McAfee
1550;Mcaffee VShield for 95/98;4.0.3;VSHWIN32.EXE;154129;Network Associates
1150;VShield for 95/98;4.0.30;VSHWIN32.EXE;156177;McAfee
1546;McAfee VShield for 95/98;4030;VSHWIN32.EXE;156177;Network Associates
2201;Ulead VideoStudio;5.0;vstudio.exe;1404928;Ulead Systems, Inc.
570;virtual tablet Interface;Unknown;vtmgr32.exe;0;Digitizer Technology
2252;Vermont Views Designer;Unknown;VVD.EXE;0;Vermont Creative Software
780;Wincom 3151;Unknown;w3151_32.exe;0;Icom
779;Wincom 3151;4.3R1;w3151_32.exe;896000;Icom
782;Wincom 3270;Unknown;w3270_32.exe;0;Icom
781;Wincom 3270;4.3R1;w3270_32.exe;1005568;Icom
784;Wincom 3287;Unknown;w3287_32.exe;0;Icom
783;Wincom 3287;4.3R1;w3287_32.exe;672256;Icom
786;Wincom 7102;Unknown;w7102_32.exe;0;Icom
785;Wincom 7102;4.3R1;w7102_32.exe;922624;Icom
788;Wincom 7107;Unknown;w7107_32.exe;0;Icom
787;Wincom 7107;4.3R1;w7107_32.exe;959488;Icom
790;Wincom 7800;Unknown;w7800_32.exe;0;Icom
789;Wincom 7800;4.3R1;w7800_32.exe;919040;Icom
122;America Online;Unknown;WAOL.EXE;0;America Online
121;America Online;4.0;WAOL.EXE;208896;America Online
545;Word Attack Plus French;Unknown;WAPF.COM;0;Davidson & Associates
546;Word Attack Plus Spanish;Unknown;WAPS.COM;0;Davidson & Associates
1619;YOURWAP.com Wireless Companion;Unknown;wapsim.exe;0;o3sis Information Technology AG
1618;YOURWAP.com Wireless Companion;2, 0, 0, 0;wapsim.exe;1257472;o3sis Information Technology AG
254;Warcraft III;Unknown;Warcraft III.exe;0;Blizzard Entertainment
607;EpsonNet WinAssist;Unknown;Wassist.exe;0;Epson
608;Win Assist;Unknown;Wassist.exe;0;Epson
606;EpsonNet WinAssist;3, 2, 0, 0;Wassist.exe;794624;Epson
1015;LOXANE WAY Pro 2001;5.0.1;WAYPRO.EXE;2970656;Loxane
1318;NetMeeting Whiteboard;4.4.3400;wb32.exe;12288;Microsoft
2270;Watcom C Compiler / 386;Unknown;WCC386.EXE;0;Watcom
1212;ActiveSync;3.5.0.12007;WCESMgr.exe;872535;Microsoft
131;WeatherBug;Unknown;weather.exe;0;American Weather Association
952;Web Cam RT;Unknown;WebCamRT.exe;0;Logitech Inc.
951;Web Cam RT;5.5.0.1069;WebCamRT.exe;122880;Logitech Inc.
619;WebFerret.exe;Unknown;WebFerret.exe;0;FerretSoft
620;WebFerret.exe;Unknown;WebFerret.exe;1177096;FerretSoft
2138;Webshots Desktop Tray Application;1.3.0.3613;WebshotsTray.exe;196608;The Webshots Corporation
1481;Drain Analysis;Unknown;well&pit.exe;0;Mowen
390;Citrix ICA Client;Unknown;wfcmove.exe;0;Citrix Systems, Inc
389;Citrix ICA Client;6.31.1051.0;wfcmoven.exe;33040;Citrix Systems, Inc
1854;S+S Virus Toolkit/Win;Unknown;WFINDVIR.EXE;0;S+S International
473;Wfnboss;Unknown;WFNBOSS.EXE;0;Corel Corp.
1185;Wordfinder Plus;Unknown;WFPLUS.EXE;0;Microlytics
1125;SimEarth/Windows;Unknown;WGAIA.EXE;0;Maxis
1995;Whistle Stop;Unknown;WHISTLE1.EXE;0;Stone & Associates
1743;Widespread;Unknown;WIDE.EXE;0;Power Up Software
1501;Wildcat! BBS;Unknown;WILDCAT.EXE;0;Mustang Software
583;WinAce Archiver;Unknown;winace.exe;0;e-merge GmbH
581;WinAce Archiver;2.1.1.0;winace.exe;883200;e-merge GmbH
582;WinAce Archiver;2.2.0.0;winace.exe;965120;e-merge GmbH
1616;winamp;Unknown;winamp.exe;0;NULLSOFT
1614;winamp;3b3;winamp.exe;653312;NULLSOFT
1613;Winamp;2.6;winamp.exe;856064;NULLSOFT
1612;Winamp;2.5;winamp.exe;864256;NULLSOFT
1615;Winamp;5.03a;winamp.exe;970240;NULLSOFT
2066;pcAnywhere for Windows;Unknown;WINAW.EXE;0;Symantec Corp.
2065;pcAnywhere;unknown;WINAW32.EXE;0;Symantec Corp.
2059;pcAnywhere;10.0.0.354;winaw32.exe;491575;Symantec Corp.
2064;pcAnywhere;9.2.0.239;WINAW32.EXE;520247;Symantec Corp.
2061;pcAnywhere;7.5;WINAW32.EXE;536576;Symantec Corp.
2062;pcAnywhere;8.0;WINAW32.EXE;664576;Symantec Corp.
2063;pcAnywhere;8.02;WINAW32.EXE;669696;Symantec Corp.
2060;pcAnywhere;11.0.1.764;Winaw32.exe;704512;Symantec Corp.
2278;WinBatch;Unknown;WINBATCH.EXE;0;Wilson WindowWare
419;Compuserve Info Mgr For Windows;Unknown;WINCIM.EXE;0;Compuserve
685;Windows Commander;Unknown;wincmd32.exe;0;Ghiesler
556;WinComm;Unknown;WINCOMM.EXE;0;Delrina Technology
2239;WinCVS;Unknown;wincvs.exe;0;Unknown
2238;WinCVS;1.3.17.2 Beta 17 (Build 2);wincvs.exe;1114214;Unknown
2236;WinCVS;1.3.13.1 Beta 13 (Build 1);wincvs.exe;983099;Unknown
2237;WinCVS;1.3.13.2 Beta 13 (Build 2);wincvs.exe;983142;Unknown
557;WinFax;Unknown;winfax.exe;0;Delrina Technology
829;Wingz;Unknown;WINGZ.EXE;0;Informix Software
746;WinHTTrack Website Copier;Unknown;WinHTTrack.exe;0;HTTrack
744;WinHTTrack Website Copier;3.3.0;WinHTTrack.exe;692224;HTTrack
745;WinHTTrack Website Copier;3.x;WinHTTrack.exe;987136;HTTrack
1611;SoftIce for Windows;Unknown;WINICE.EXE;0;Nu-Mega Technologies
1509;MySQL Administrator Tool for Win32;Unknown;winmysqladmin.exe;0;MySQL AB
1843;WinOnCD CD Recording Software;Unknown;WinOnCD.exe;0;Roxio
364;WinOnCD;3.7.0.572;WINONCD.EXE;1814528;CeQuadrat
365;WinOnCD;3.70.572;WINONCD.EXE;1814528;CeQuadrat
1182;Windows Orgchart;Unknown;WINORG.EXE;0;Micrografx
656;Pegasus Mail;Unknown;winpm-32.exe;0;Freeware
655;Pegasus Mail;4.12a;winpm-32.exe;1977344;Freeware
1791;WinProbe;Unknown;WINPROBE.EXE;0;Quarterdeck Office Systems
1374;Project;Unknown;winproj.exe;0;Microsoft
1375;Project Standard;2003;winproj.exe;11299520;Microsoft
1372;Project;9.0.2000.0224;WINPROJ.EXE;6430782;Microsoft
1911;WinRar;Unknown;winrar.exe;0;Softronic Oy
1693;WinScope;Unknown;WINSCOPE.EXE;0;Periscope Company
711;SQLtalk;Unknown;WINTALK.EXE;0;Gupta Technologies
1669;Wintext;Unknown;WINTEXT.EXE;0;Palantir
1670;Wintime;Unknown;WINTIME.EXE;0;Palantir
2276;Wintrieve;Unknown;WINTRIEV.EXE;0;Whitewater Group
186;VNC server for Win32;Unknown;WinVNC.exe;0;AT&T Laboratories Cambridge
195;WinVNC;Unknown;WinVNC.exe;0;AT&T Laboratories Cambridge
185;VNC server for Win32;3.3.3r9;WinVNC.exe;176128;AT&T Laboratories Cambridge
194;WinVNC;3.3.3r9;WinVNC.exe;176128;AT&T Laboratories Cambridge
181;VNC server for Win32;3, 3, 3, 2;WinVNC.exe;200704;AT&T Laboratories Cambridge
182;VNC server for Win32;3.3.3.2;WinVNC.exe;200704;AT&T Laboratories Cambridge
183;VNC server for Win32;3.3.3r2;WinVNC.exe;200704;AT&T Laboratories Cambridge
192;WinVNC;3, 3, 3, 2;WinVNC.exe;200704;AT&T Laboratories Cambridge
184;VNC server for Win32;3.3.3r7;WinVNC.exe;208896;AT&T Laboratories Cambridge
193;WinVNC;3.3.3r7;WinVNC.exe;208896;AT&T Laboratories Cambridge
196;winvnc.exe;3.3.7;winvnc.exe;335872;AT&T Laboratories Cambridge
450;TightVNC Win32 Server;1, 2, 2, 0;WinVNC.exe;398336;Const Kaplinsky
451;TightVNC Win32 Server;1, 2, 3, 0;WinVNC.exe;415232;Const Kaplinsky
452;TightVNC Win32 Server;1, 2, 4, 0;WinVNC.exe;419328;Const Kaplinsky
453;TightVNC Win32 Server;1, 2, 5, 0;WinVNC.exe;444416;Const Kaplinsky
1468;Word;Unknown;winword.exe;0;Microsoft
1448;Word;10.0 or XP;winword.exe;10577312;Microsoft
1449;Word;10.0 or XP SR2;winword.exe;10586696;Microsoft
1450;Word;10.0 or XP SR2;winword.exe;10598984;Microsoft
1457;Word;2002 - 10.5522.4219 - SP2;WINWORD.EXE;10603064;Microsoft
1451;Word;10.0.6612;WINWORD.EXE;10623688;Microsoft
1452;Word;11 or 2003;WINWORD.EXE;12037320;Microsoft
1453;Word;11.0 or 2003;winword.exe;12037688;Microsoft
1458;Word;2003;winword.exe;12037688;Microsoft
1455;Word;2.0a;WINWORD.EXE;1268224;Microsoft
1454;Word;2.0;WINWORD.EXE;1273024;Microsoft
1456;Word;2.0c;WINWORD.EXE;1278240;Microsoft
1460;Word;6.0a;WINWORD.EXE;3483136;Microsoft
1459;Word;6.0;WINWORD.EXE;3490816;Microsoft
1464;Word;95;winword.exe;3845120;Microsoft
1465;Word;97;winword.exe;5317904;Microsoft
1466;Word;97 SR1;winword.exe;5324560;Microsoft
1467;Word;97 SR2;winword.exe;5337088;Microsoft
1461;Word;9.0 or 2000;winword.exe;8798260;Microsoft
1463;Word;9.0 or 2000 SR1;winword.exe;8810548;Microsoft
1462;Word;9.0 or 2000 SP3;winword.exe;8826932;Microsoft
1445;Word;1.1;WINWORD.EXE;894848;Microsoft
1446;Word;1.1a;WINWORD.EXE;899408;Microsoft
1447;Word;1.1b;WINWORD.EXE;908912;Microsoft
2283;WinZIP 16 bits;Unknown;WINZIP.EXE;0;WinZIP
1570;WinZip;Unknown;WINZIP32.EXE;0;Nico Mak Computing, Inc.
2282;WinZIP;Unknown;winzip32.exe;0;WinZIP
2281;WINZIP;8.0 (3106f);WINZIP32.EXE;1454144;WinZIP
1566;WinZip;14.0 (8.1);WINZIP32.EXE;2076738;Nico Mak Computing, Inc.
1565;WinZip;14.0 (8.1);WINZIP32.EXE;2076739;Nico Mak Computing, Inc.
1567;WinZip;14.0 (8.1);WINZIP32.EXE;2592841;Nico Mak Computing, Inc.
1568;WinZip;18.0 (9.0);WINZIP32.EXE;2781184;Nico Mak Computing, Inc.
1569;WinZip;3.0 (32-bit);WINZIP32.EXE;717312;Nico Mak Computing, Inc.
2280;WinZIP;7.0 SR1;WINZIP32.EXE;982528;WinZIP
2279;WinZIP;7.0;WINZIP32.EXE;983040;WinZIP
752;Lotus cc:Mail for Windows;Unknown;WMAIL.EXE;0;IBM
974;Lotus cc:Mail for Windows;Unknown;WMAIL.EXE;0;Lotus Development
356;Central Point Anti-Virus-Windows;Unknown;WNCPAV.EXE;0;Central Point Software
360;PC Tools for Windows;Unknown;WNFM.EXE;0;Central Point Software
799;Wolfenstein 3D;Unknown;WOLF3D.EXE;0;id Software
1469;Word for DOS;5.0;WORD.EXE;620140;Microsoft
1001;Lotus Word Pro;Unknown;WORDPRO.EXE;0;Lotus Development
1014;Lotus Word Pro;Unknown;wordpro.exe;0;Lotus Development Corporation
999;Lotus Word Pro;97.0.807.0;wordpro.exe;4995072;Lotus Development
1012;Lotus Word Pro;97.0.807.0;wordpro.exe;4995072;Lotus Development Corporation
1000;Lotus Word Pro;99.5.3165.0;wordpro.exe;5170448;Lotus Development
1013;Lotus Word Pro;99.5.3165.0;wordpro.exe;5170448;Lotus Development Corporation
2242;WorldShip;Unknown;worldship.exe;0;UPS ONLINE
2240;WorldShip;3.0;worldship.exe;4767812;UPS ONLINE
476;WordPerfect;Unknown;WP.EXE;0;Corel Corp.
475;WordPerfect;5.1;WP.EXE;228352;Corel Corp.
555;PerForm Pro + Designe;Unknown;WPERFORM.EXE;0;Delrina Technology
2098;Perfect Exchange;Unknown;WPF5CONV.EXE;0;Systems Compatibility Corp.
282;Multimate;Unknown;WPSYSD.SYS;0;Borland/Inprise
478;WordPerfect For Windows;5.1;wpwin.exe;0;Corel Corp.
486;WordPerfect For Windows;Unknown;WPWIN.EXE;0;Corel Corp.
477;WordPerfect For Windows;5.1;WPWIN.EXE;7072;Corel Corp.
487;WordPerfect for Windows 5.1;Unknown;WPWIN.EXE;7072;Corel Corp.
474;WordPerfect;10.0;wpwin10.exe;0;Corel Corp.
480;WordPerfect For Windows;6.0;wpwin6.exe;0;Corel Corp.
479;WordPerfect for Windows;6.0;WPWIN60.EXE;0;Corel Corp.
488;WordPerfect for Windows 6.0;Unknown;WPWIN60.EXE;0;Corel Corp.
481;WordPerfect For Windows;6.1;wpwin61.exe;0;Corel Corp.
482;WordPerfect For Windows;7.0;wpwin7.exe;0;Corel Corp.
483;WordPerfect For Windows;8.0;wpwin8.exe;0;Corel Corp.
484;WordPerfect For Windows;9.0;wpwin9.exe;0;Corel Corp.
492;WordPerfect® 9;Unknown;wpwin9.exe;0;Corel Corp.
485;WordPerfect For Windows;9.0.0.528;wpwin9.exe;5808128;Corel Corp.
491;WordPerfect® 9;9.0.0.528;wpwin9.exe;5808128;Corel Corp.
2275;Whitewater Resource Tool Kit;Unknown;WRT.EXE;0;Whitewater Group
2291;Wordstar;Unknown;WS2ORG.EXE;0;Wordstar International
1135;Scan for Windows;Unknown;WSCAN.EXE;0;McAfee
1145;VirusScan for Windows;Unknown;WSCAN.EXE;0;McAfee
1542;McAfee VirusScan for Windows;Unknown;wscan.exe;0;Network Associates
887;WS_FTP Pro;Unknown;wsftppro.exe;0;Ipswitch, Inc.
886;WS_FTP Pro;7,5,0,1;wsftppro.exe;323584;Ipswitch, Inc.
2110;WorkSheet Magic;Unknown;Wsm.exe;832512;Teacher Support Software
1943;Sophos Anti-Virus detection system GUI;2.01.0224;WSWEEPNT.EXE;0;Sophos
885;WS_FTP LE;Unknown;ws_ftp95.exe;0;Ipswitch, Inc.
884;WS_FTP LE;2000, 1, 12, 1;ws_ftp95.exe;428032;Ipswitch, Inc.
888;WS_FTP95 LE;5.08;WS_FTP95.exe;428032;Ipswitch, Inc.
2273;WebTrends Log Analyzer;Unknown;WT_LOG.EXE;0;WebTrend Corp.
791;Wincom Minitel;4.3R1;wvdtx_32.exe;908800;Icom
796;Wincom VT320;Unknown;wvt32_32.exe;0;Icom
795;Wincom VT320;4.3R1;wvt32_32.exe;948224;Icom
792;Wincom Minitel;Unknown;wvt_32.exe;0;Icom
221;Workstation Menu Editor;Unknown;wwedit.exe;0;Automated Design Systems
219;Secure Station/Intercom;Unknown;wwext.exe;0;Automated Design Systems
220;Workstation Menu;Unknown;wwmenu.exe;0;Automated Design Systems
222;Workstation Meter;Unknown;wwmeter.exe;0;Automated Design Systems
2156;Word Writer;Unknown;WWPC.EXE;0;Timeworks
223;Workstation Print Editor;Unknown;wwpedit.exe;0;Automated Design Systems
224;Workstation Print Manager;Unknown;wwprint.exe;0;Automated Design Systems
1782;Xpress;Unknown;xpress.exe;0;Quark, Inc.
1190;Extended Report Writer;Unknown;XRW.EXE;0;Microrim
747;Xsession for Windows NT;6.1.0.0;Xsession.exe;101888;Hummingbird, Ldt.
549;Crosstalk;Unknown;XTALK.EXE;0;DCA
2307;XTree Gold;Unknown;XTG.EXE;0;XTree
2092;Xtree Pro Gold;Unknown;XTGOLD.COM;0;Symantec Corp.
2090;Xtree Net;Unknown;XTNET.COM;0;Symantec Corp.
2091;Xtree Pro;Unknown;XTPRO.COM;0;Symantec Corp.
2088;Xtree;Unknown;XTREE.EXE;0;Symantec Corp.
2089;Xtree For Windows;Unknown;XTREEWIN.EXE;0;Symantec Corp.
1591;Xtrieve;Unknown;XTRIEVE.EXE;0;Novell
1890;J.k. Lasser Y.i.t 1990;Unknown;YIT.EXE;0;Simon & Schuster
2309;Yahoo! Messenger;5, 0, 0, 1066;YPager.exe;1044480;Yahoo, Inc
2313;ZoneAlarm Pro;Unknown;zapro.exe;0;Zone Labs Inc.
2312;ZoneAlarm Pro;2.6.231;zapro.exe;902528;Zone Labs Inc.
2311;Zone Alarm;Unknown;zonealarm.exe;0;Zone Labs Inc.
2310;Zone Alarm;2.6.231;zonealarm.exe;5120;Zone Labs Inc.
502;Crosstalk for Windows;Unknown;ZTALK.EXE;0;Crosstalk Communications/DCA
